Calibrage IA profilee,AG deduite globale,Ra deduite Globale,Taux similarite,NbParties gagnees scenarios,Argent gagne scenarios,Nb parties gagnees apres scenarios,Argent gagne apres scenarios
52-8,54.9487,62.6652,71.1931,30,-1689,70,3268
